city,temperature,timestamp
Tokyo,2.8,2025-09-06T11:50:28.329552
New York,19.0,2025-10-10T11:50:28.329552
Sydney,-5.9,2025-04-16T11:50:28.329552
Paris,12.7,2025-02-23T11:50:28.329552
Tokyo,32.4,2025-12-19T11:50:28.329552
Tokyo,3.5,2025-10-31T11:50:28.329552
Tokyo,30.4,2025-05-27T11:50:28.329552
Tokyo,18.8,2025-08-04T11:50:28.329552
London,10.2,2025-08-06T11:50:28.329552
Tokyo,26.7,2025-05-15T11:50:28.329552
Sydney,21.2,2025-12-04T11:50:28.329552
Tokyo,23.6,2025-08-21T11:50:28.329552
Sydney,-9.6,2025-10-23T11:50:28.329552
London,-0.6,2025-05-26T11:50:28.329552
Paris,-2.8,2026-01-22T11:50:28.329552
Sydney,18.0,2025-12-24T11:50:28.329552
Tokyo,3.7,2025-05-24T11:50:28.329552
Sydney,14.2,2025-06-08T11:50:28.329552
New York,15.7,2025-11-09T11:50:28.329552
Tokyo,-8.7,2025-06-10T11:50:28.329552
New York,-5.7,2025-05-29T11:50:28.329552
New York,26.5,2025-10-23T11:50:28.329552
Paris,7.3,2025-06-04T11:50:28.329552
Tokyo,10.7,2025-10-15T11:50:28.329552
Paris,5.5,2026-01-01T11:50:28.329552
Tokyo,12.8,2025-08-14T11:50:28.329552
Tokyo,25.7,2025-06-29T11:50:28.329552
New York,-6.6,2025-08-12T11:50:28.329552
Paris,-0.1,2026-01-12T11:50:28.329552
London,-8.2,2025-06-06T11:50:28.329552
Paris,22.7,2025-03-14T11:50:28.329552
London,7.7,2025-11-01T11:50:28.329552
Tokyo,2.0,2025-12-20T11:50:28.329552
Paris,26.1,2025-11-08T11:50:28.329552
New York,28.0,2026-01-03T11:50:28.329552
New York,15.5,2025-06-13T11:50:28.329552
Tokyo,27.7,2025-11-19T11:50:28.329552
Paris,13.7,2025-10-26T11:50:28.329552
Sydney,32.3,2025-05-16T11:50:28.329552
New York,21.3,2025-09-06T11:50:28.329552
New York,-9.5,2025-10-27T11:50:28.329552
Sydney,10.9,2025-03-04T11:50:28.329552
London,18.7,2025-03-07T11:50:28.329552
Tokyo,4.8,2025-07-21T11:50:28.329552
New York,1.3,2025-03-06T11:50:28.329552
Tokyo,0.8,2025-03-19T11:50:28.329552
London,21.3,2026-02-03T11:50:28.329552
Tokyo,28.4,2025-09-18T11:50:28.329552
New York,5.6,2025-10-29T11:50:28.329552
Tokyo,33.7,2025-10-31T11:50:28.329552
Paris,-3.5,2025-12-16T11:50:28.329552
Paris,0.0,2025-04-25T11:50:28.329552
Tokyo,10.4,2025-04-02T11:50:28.329552
Tokyo,3.0,2025-07-18T11:50:28.329552
Sydney,27.8,2025-05-22T11:50:28.329552
London,-6.0,2025-05-10T11:50:28.329552
Tokyo,-4.2,2025-12-15T11:50:28.329552
New York,-2.7,2025-06-28T11:50:28.329552
New York,25.5,2026-01-22T11:50:28.329552
Sydney,33.0,2025-08-09T11:50:28.329552
London,20.8,2025-10-28T11:50:28.329552
London,19.6,2025-06-27T11:50:28.329552
New York,17.1,2025-11-28T11:50:28.329552
London,-6.0,2025-09-11T11:50:28.329552
Tokyo,9.8,2025-12-03T11:50:28.329552
London,-7.4,2026-01-24T11:50:28.329552
Tokyo,-0.9,2025-12-25T11:50:28.329552
Paris,-1.3,2025-12-23T11:50:28.329552
London,31.4,2025-08-27T11:50:28.329552
Tokyo,7.9,2025-10-09T11:50:28.329552
New York,3.7,2025-05-07T11:50:28.329552
Sydney,-0.8,2025-08-07T11:50:28.329552
Paris,0.6,2025-07-24T11:50:28.329552
Paris,32.3,2025-05-30T11:50:28.329552
Sydney,-2.3,2025-09-19T11:50:28.329552
New York,17.3,2025-05-17T11:50:28.329552
Paris,29.5,2026-02-05T11:50:28.329552
Paris,13.2,2026-01-09T11:50:28.329552
London,1.4,2025-11-10T11:50:28.329552
Sydney,30.2,2025-11-28T11:50:28.329552
Tokyo,5.6,2025-07-29T11:50:28.329552
Paris,15.5,2025-11-13T11:50:28.329552
London,11.1,2026-01-22T11:50:28.329552
New York,33.1,2025-02-12T11:50:28.329552
New York,13.2,2025-12-26T11:50:28.329552
Tokyo,26.0,2025-09-09T11:50:28.329552
New York,15.4,2025-12-09T11:50:28.329552
Paris,-9.2,2025-05-13T11:50:28.329552
Tokyo,12.7,2025-04-17T11:50:28.329552
Paris,32.9,2025-03-26T11:50:28.329552
London,0.5,2025-03-25T11:50:28.329552
Paris,19.2,2026-01-15T11:50:28.329552
Tokyo,34.8,2025-02-28T11:50:28.329552
New York,32.1,2025-05-10T11:50:28.329552
London,-5.4,2025-06-10T11:50:28.329552
Tokyo,31.7,2025-09-10T11:50:28.329552
Sydney,-4.8,2025-07-27T11:50:28.329552
New York,24.3,2025-03-28T11:50:28.329552
New York,-4.7,2025-07-10T11:50:28.329552
Tokyo,-9.6,2025-11-09T11:50:28.329552
Sydney,15.7,2025-05-13T11:50:28.329552
New York,24.0,2025-03-28T11:50:28.329552
London,10.6,2025-11-28T11:50:28.329552
Paris,29.8,2026-01-06T11:50:28.329552
Tokyo,6.2,2026-02-06T11:50:28.329552
Paris,8.8,2025-07-02T11:50:28.329552
Paris,-7.2,2026-02-07T11:50:28.329552
Sydney,9.9,2025-10-18T11:50:28.329552
London,10.4,2025-12-08T11:50:28.329552
New York,34.5,2025-09-20T11:50:28.329552
London,-4.7,2025-03-04T11:50:28.329552
Paris,22.2,2025-06-15T11:50:28.329552
Paris,16.4,2025-10-16T11:50:28.329552
Sydney,31.2,2026-01-05T11:50:28.329552
New York,30.4,2025-07-25T11:50:28.329552
New York,-7.6,2025-10-16T11:50:28.329552
Sydney,-9.4,2025-06-09T11:50:28.329552
Tokyo,23.7,2026-02-09T11:50:28.329552
London,23.7,2025-08-03T11:50:28.329552
Paris,15.9,2026-01-22T11:50:28.329552
Paris,-1.0,2025-12-25T11:50:28.329552
Sydney,1.0,2025-09-06T11:50:28.329552
Paris,2.0,2025-11-29T11:50:28.329552
Sydney,21.3,2025-07-27T11:50:28.329552
London,29.9,2025-04-18T11:50:28.329552
Sydney,-1.3,2025-09-25T11:50:28.329552
Tokyo,29.8,2025-03-24T11:50:28.329552
Tokyo,15.0,2025-11-15T11:50:28.329552
Sydney,-9.1,2025-07-04T11:50:28.329552
Paris,21.6,2026-01-23T11:50:28.329552
Tokyo,-5.4,2025-06-02T11:50:28.329552
Paris,-3.9,2025-04-28T11:50:28.329552
London,-1.5,2025-06-08T11:50:28.329552
New York,8.9,2025-05-24T11:50:28.329552
New York,10.7,2025-11-16T11:50:28.329552
Sydney,24.7,2025-06-28T11:50:28.329552
Tokyo,13.2,2025-09-22T11:50:28.329552
Tokyo,33.2,2025-06-29T11:50:28.329552
Sydney,-9.0,2025-10-18T11:50:28.329552
London,28.4,2025-09-16T11:50:28.329552
London,17.8,2025-11-17T11:50:28.329552
New York,28.3,2025-06-09T11:50:28.329552
Tokyo,24.6,2025-07-13T11:50:28.329552
London,34.5,2025-09-21T11:50:28.329552
Sydney,9.8,2025-03-02T11:50:28.329552
Sydney,28.1,2025-12-20T11:50:28.329552
London,29.7,2026-01-05T11:50:28.329552
New York,23.2,2025-03-21T11:50:28.329552
Paris,11.6,2026-01-22T11:50:28.329552
Paris,15.3,2025-04-07T11:50:28.329552
New York,-0.2,2025-06-25T11:50:28.329552
London,14.1,2025-02-13T11:50:28.329552
Sydney,12.7,2025-04-29T11:50:28.329552
London,6.5,2025-12-09T11:50:28.329552
Paris,34.5,2025-12-10T11:50:28.329552
Tokyo,1.1,2025-12-17T11:50:28.329552
London,-3.5,2025-02-11T11:50:28.329552
Paris,-8.6,2025-07-22T11:50:28.329552
Sydney,-9.1,2025-09-15T11:50:28.329552
New York,15.8,2025-05-14T11:50:28.329552
New York,-9.5,2025-09-23T11:50:28.329552
London,6.6,2025-04-06T11:50:28.329552
New York,-2.8,2025-04-10T11:50:28.329552
Sydney,26.7,2026-02-04T11:50:28.329552
Tokyo,4.9,2025-09-13T11:50:28.329552
New York,12.1,2025-11-19T11:50:28.329552
Sydney,32.6,2025-03-31T11:50:28.329552
New York,2.6,2025-04-30T11:50:28.329552
Paris,-2.9,2025-07-20T11:50:28.329552
London,31.4,2025-10-01T11:50:28.329552
Tokyo,1.6,2026-02-02T11:50:28.329552
London,32.4,2025-12-18T11:50:28.329552
London,26.1,2025-08-01T11:50:28.329552
London,34.0,2025-06-15T11:50:28.329552
London,13.1,2026-01-27T11:50:28.329552
Tokyo,6.5,2025-07-08T11:50:28.329552
Sydney,3.9,2025-08-06T11:50:28.329552
New York,6.6,2025-08-01T11:50:28.329552
New York,7.2,2025-03-03T11:50:28.329552
Tokyo,9.3,2025-12-31T11:50:28.329552
Sydney,19.5,2025-03-23T11:50:28.329552
New York,-3.4,2026-01-14T11:50:28.329552
London,25.9,2025-09-04T11:50:28.329552
New York,33.2,2025-08-18T11:50:28.329552
London,-4.7,2025-07-06T11:50:28.329552
New York,-4.1,2025-04-01T11:50:28.329552
Paris,31.9,2025-09-01T11:50:28.329552
New York,-2.8,2025-12-10T11:50:28.329552
Paris,5.3,2025-05-01T11:50:28.329552
Tokyo,8.2,2025-02-17T11:50:28.329552
New York,8.0,2025-11-17T11:50:28.329552
Sydney,31.3,2025-07-10T11:50:28.329552
London,17.4,2025-08-11T11:50:28.329552
London,18.9,2025-08-16T11:50:28.329552
Sydney,-8.5,2026-02-05T11:50:28.329552
London,3.7,2025-07-07T11:50:28.329552
Paris,-1.6,2025-11-04T11:50:28.329552
New York,33.4,2025-08-12T11:50:28.329552
Tokyo,0.3,2025-06-22T11:50:28.329552
Sydney,20.4,2025-06-29T11:50:28.329552
New York,4.4,2025-02-17T11:50:28.329552
New York,13.8,2025-06-11T11:50:28.329552
Sydney,18.3,2025-12-30T11:50:28.329552
Tokyo,20.5,2026-02-06T11:50:28.329552
New York,30.9,2025-10-17T11:50:28.329552
Sydney,25.0,2025-02-18T11:50:28.329552
Tokyo,12.3,2025-02-24T11:50:28.329552
London,6.1,2025-12-30T11:50:28.329552
Tokyo,6.2,2025-02-15T11:50:28.329552
Sydney,7.7,2025-12-09T11:50:28.329552
Tokyo,15.7,2025-02-20T11:50:28.329552
Sydney,34.3,2025-04-16T11:50:28.329552
London,32.1,2025-09-08T11:50:28.329552
Tokyo,25.0,2026-01-22T11:50:28.329552
New York,-2.8,2025-09-20T11:50:28.329552
Sydney,20.4,2025-03-02T11:50:28.329552
Tokyo,29.6,2025-10-28T11:50:28.329552
Tokyo,1.1,2025-03-26T11:50:28.329552
London,2.5,2025-09-05T11:50:28.329552
Paris,3.8,2025-03-15T11:50:28.329552
Paris,8.1,2025-04-05T11:50:28.329552
New York,20.0,2025-12-12T11:50:28.329552
New York,21.7,2025-11-05T11:50:28.329552
New York,-7.6,2025-05-26T11:50:28.329552
New York,-2.5,2025-07-28T11:50:28.329552
Sydney,4.7,2025-12-09T11:50:28.329552
New York,-2.2,2025-12-19T11:50:28.329552
London,-8.4,2025-05-08T11:50:28.329552
New York,21.4,2025-03-03T11:50:28.329552
Paris,20.0,2025-02-18T11:50:28.329552
Sydney,10.1,2025-09-24T11:50:28.329552
Sydney,25.7,2025-07-08T11:50:28.329552
Sydney,-1.2,2025-05-26T11:50:28.329552
New York,2.9,2026-02-10T11:50:28.329552
Paris,8.4,2025-05-28T11:50:28.329552
London,3.0,2025-09-06T11:50:28.329552
Paris,22.1,2026-02-09T11:50:28.329552
Sydney,7.4,2025-11-04T11:50:28.329552
Paris,9.4,2025-12-29T11:50:28.329552
London,8.9,2025-06-11T11:50:28.329552
London,6.2,2025-03-12T11:50:28.329552
Tokyo,32.9,2025-09-20T11:50:28.329552
Sydney,13.9,2025-11-21T11:50:28.329552
Sydney,23.5,2025-06-22T11:50:28.329552
Tokyo,0.0,2025-08-19T11:50:28.329552
Paris,14.2,2025-03-20T11:50:28.329552
Sydney,0.1,2025-11-14T11:50:28.329552
Paris,10.6,2025-05-29T11:50:28.329552
New York,-3.6,2025-02-19T11:50:28.329552
New York,12.6,2025-11-20T11:50:28.329552
New York,3.1,2025-11-01T11:50:28.329552
London,-1.8,2025-06-17T11:50:28.329552
London,15.9,2025-09-22T11:50:28.329552
New York,33.8,2025-06-02T11:50:28.329552
Paris,-0.9,2025-06-07T11:50:28.329552
New York,29.2,2025-10-10T11:50:28.329552
Paris,20.7,2026-02-11T11:50:28.329552
London,9.3,2026-01-14T11:50:28.329552
Tokyo,20.0,2025-12-23T11:50:28.329552
Paris,21.2,2025-06-25T11:50:28.329552
Tokyo,23.2,2025-12-05T11:50:28.329552
Paris,-9.4,2025-05-09T11:50:28.329552
New York,21.7,2025-10-24T11:50:28.329552
London,9.1,2025-11-17T11:50:28.329552
Paris,32.9,2025-12-14T11:50:28.329552
Tokyo,14.9,2025-05-11T11:50:28.329552
Tokyo,13.9,2025-05-13T11:50:28.329552
Sydney,-3.4,2025-11-01T11:50:28.329552
Paris,-8.8,2026-01-23T11:50:28.329552
London,2.8,2025-10-06T11:50:28.329552
Tokyo,21.2,2025-06-15T11:50:28.329552
Paris,-2.2,2025-09-01T11:50:28.329552
London,26.3,2025-12-04T11:50:28.329552
Paris,2.3,2025-03-10T11:50:28.329552
Tokyo,-8.1,2025-09-13T11:50:28.329552
London,2.2,2025-06-12T11:50:28.329552
Sydney,29.0,2025-11-28T11:50:28.329552
Tokyo,29.2,2025-02-15T11:50:28.329552
Sydney,8.7,2025-07-27T11:50:28.329552
Tokyo,31.0,2025-08-10T11:50:28.329552
London,11.5,2025-11-08T11:50:28.329552
London,19.2,2026-01-28T11:50:28.329552
Sydney,31.1,2025-12-21T11:50:28.329552
London,19.7,2025-02-13T11:50:28.329552
London,5.1,2025-05-29T11:50:28.329552
London,28.9,2025-09-06T11:50:28.329552
London,30.6,2025-02-23T11:50:28.329552
Tokyo,5.8,2025-04-13T11:50:28.329552
Tokyo,7.3,2025-04-10T11:50:28.329552
Paris,3.7,2025-12-14T11:50:28.329552
Sydney,17.7,2025-08-02T11:50:28.329552
New York,11.6,2025-06-11T11:50:28.329552
Sydney,21.6,2025-10-03T11:50:28.329552
Paris,1.1,2025-08-25T11:50:28.329552
London,-8.0,2025-06-25T11:50:28.329552
London,5.3,2025-11-18T11:50:28.329552
New York,19.3,2025-04-03T11:50:28.329552
Sydney,28.2,2025-09-19T11:50:28.329552
Tokyo,32.0,2025-03-12T11:50:28.329552
Tokyo,28.3,2025-07-30T11:50:28.329552
Paris,21.1,2025-08-29T11:50:28.329552
Tokyo,6.6,2025-11-23T11:50:28.329552
Sydney,23.6,2025-05-02T11:50:28.329552
New York,26.8,2025-07-13T11:50:28.329552
New York,10.1,2025-12-15T11:50:28.329552
New York,3.4,2025-09-24T11:50:28.329552
London,32.7,2025-03-13T11:50:28.329552
Tokyo,-9.1,2025-08-30T11:50:28.329552
Paris,34.7,2025-09-17T11:50:28.329552
Tokyo,27.6,2026-01-18T11:50:28.329552
Sydney,25.3,2025-03-19T11:50:28.329552
Paris,22.8,2025-03-25T11:50:28.329552
Paris,23.9,2025-12-21T11:50:28.329552
Tokyo,33.0,2026-01-27T11:50:28.329552
London,-4.6,2025-04-17T11:50:28.329552
New York,-6.4,2026-02-07T11:50:28.329552
Paris,29.0,2025-04-14T11:50:28.329552
Sydney,4.9,2025-10-17T11:50:28.329552
New York,20.1,2025-12-17T11:50:28.329552
Tokyo,34.5,2025-11-07T11:50:28.329552
Tokyo,-3.1,2025-12-23T11:50:28.329552
Sydney,18.6,2025-08-02T11:50:28.329552
Paris,34.2,2025-11-07T11:50:28.329552
Tokyo,13.8,2025-09-14T11:50:28.329552
New York,27.0,2025-09-13T11:50:28.329552
Tokyo,-1.3,2025-10-07T11:50:28.329552
London,26.2,2026-01-24T11:50:28.329552
London,8.4,2025-03-10T11:50:28.329552
New York,5.9,2025-06-13T11:50:28.329552
Tokyo,6.2,2026-01-16T11:50:28.329552
Sydney,14.8,2025-11-15T11:50:28.329552
New York,28.6,2025-05-27T11:50:28.329552
Sydney,20.3,2025-02-28T11:50:28.329552
Sydney,17.7,2025-09-17T11:50:28.329552
Sydney,-2.0,2025-12-01T11:50:28.329552
Paris,29.5,2025-08-17T11:50:28.329552
Tokyo,-8.7,2025-07-17T11:50:28.329552
London,27.1,2025-09-10T11:50:28.329552
Sydney,7.9,2025-04-02T11:50:28.329552
Sydney,29.8,2025-02-28T11:50:28.329552
Tokyo,12.4,2025-11-15T11:50:28.329552
London,34.5,2025-04-23T11:50:28.329552
Paris,17.9,2025-02-19T11:50:28.329552
London,33.4,2025-11-22T11:50:28.329552
Paris,8.6,2025-12-04T11:50:28.329552
Tokyo,20.2,2025-11-02T11:50:28.329552
New York,28.0,2026-02-04T11:50:28.329552
London,29.3,2025-08-26T11:50:28.329552
New York,19.0,2026-01-09T11:50:28.329552
Sydney,14.0,2025-05-11T11:50:28.329552
London,1.7,2025-02-28T11:50:28.329552
Sydney,5.0,2025-02-13T11:50:28.329552
Tokyo,14.1,2025-10-17T11:50:28.329552
New York,22.0,2025-05-12T11:50:28.329552
New York,6.7,2025-11-12T11:50:28.329552
New York,23.5,2025-03-30T11:50:28.329552
Sydney,33.6,2025-08-10T11:50:28.329552
London,14.7,2026-01-26T11:50:28.329552
Paris,12.2,2025-03-22T11:50:28.329552
New York,18.7,2025-06-17T11:50:28.329552
Paris,5.1,2025-05-21T11:50:28.329552
Paris,29.7,2025-04-29T11:50:28.329552
London,-3.7,2025-08-19T11:50:28.329552
Paris,-8.1,2026-02-10T11:50:28.329552
Sydney,27.8,2026-02-02T11:50:28.329552
Paris,27.5,2025-09-27T11:50:28.329552
Sydney,26.1,2025-09-25T11:50:28.329552
Tokyo,7.7,2025-11-13T11:50:28.329552
Tokyo,5.9,2025-06-23T11:50:28.329552
New York,9.6,2025-07-03T11:50:28.329552
Tokyo,17.2,2025-04-20T11:50:28.329552
Sydney,11.7,2025-10-21T11:50:28.329552
Paris,29.5,2025-05-24T11:50:28.329552
Paris,5.2,2025-10-12T11:50:28.329552
London,-5.8,2025-06-13T11:50:28.329552
Tokyo,-2.8,2025-11-12T11:50:28.329552
London,8.0,2025-11-11T11:50:28.329552
London,-9.0,2025-04-24T11:50:28.329552
Paris,8.1,2025-04-17T11:50:28.329552
Paris,23.1,2025-07-31T11:50:28.329552
London,31.1,2025-05-26T11:50:28.329552
Tokyo,34.2,2025-11-25T11:50:28.329552
Paris,26.9,2025-03-04T11:50:28.329552
London,26.2,2026-01-21T11:50:28.329552
New York,35.0,2026-01-23T11:50:28.329552
London,-2.7,2025-03-23T11:50:28.329552
Paris,5.9,2026-02-09T11:50:28.329552
Paris,5.2,2026-01-08T11:50:28.329552
New York,13.8,2025-05-09T11:50:28.329552
New York,21.5,2025-05-10T11:50:28.329552
New York,24.7,2026-02-06T11:50:28.329552
London,11.5,2026-02-02T11:50:28.329552
London,1.5,2025-04-15T11:50:28.329552
London,-2.0,2025-05-10T11:50:28.329552
Paris,22.7,2025-09-07T11:50:28.329552
New York,26.2,2026-01-23T11:50:28.329552
New York,15.0,2025-02-27T11:50:28.329552
New York,18.1,2025-03-01T11:50:28.329552
Tokyo,-2.1,2025-06-17T11:50:28.329552
Sydney,4.9,2025-05-08T11:50:28.329552
Paris,19.2,2025-03-21T11:50:28.329552
Paris,26.4,2025-09-11T11:50:28.329552
Sydney,12.1,2025-09-18T11:50:28.329552
New York,13.5,2025-03-23T11:50:28.329552
Sydney,1.1,2025-03-09T11:50:28.329552
Sydney,6.6,2025-08-11T11:50:28.329552
New York,34.7,2026-01-23T11:50:28.329552
Paris,20.0,2025-09-30T11:50:28.329552
Paris,16.2,2025-05-16T11:50:28.329552
New York,-4.9,2025-08-01T11:50:28.329552
Paris,-3.6,2025-07-04T11:50:28.329552
London,9.5,2025-07-22T11:50:28.329552
London,3.3,2025-11-03T11:50:28.329552
London,27.0,2025-07-20T11:50:28.329552
London,28.0,2025-08-31T11:50:28.329552
New York,18.4,2025-07-23T11:50:28.329552
Sydney,34.3,2025-09-01T11:50:28.329552
London,9.3,2025-06-02T11:50:28.329552
Tokyo,-4.0,2025-11-05T11:50:28.329552
Tokyo,32.1,2025-07-25T11:50:28.329552
Sydney,-1.8,2025-11-17T11:50:28.329552
London,31.7,2025-04-10T11:50:28.329552
Paris,21.8,2025-02-12T11:50:28.329552
Sydney,17.0,2025-03-22T11:50:28.329552
Tokyo,8.2,2026-02-09T11:50:28.329552
Paris,32.8,2025-07-24T11:50:28.329552
Sydney,0.3,2025-11-14T11:50:28.329552
London,1.7,2025-02-28T11:50:28.329552
London,9.3,2025-09-07T11:50:28.329552
Paris,-9.4,2025-07-28T11:50:28.329552
Tokyo,32.3,2025-09-24T11:50:28.329552
London,13.9,2025-10-27T11:50:28.329552
Paris,25.3,2025-04-15T11:50:28.329552
New York,-2.7,2025-03-24T11:50:28.329552
Sydney,14.0,2025-04-16T11:50:28.329552
New York,28.5,2025-04-30T11:50:28.329552
Sydney,21.1,2025-03-02T11:50:28.329552
London,21.9,2025-06-23T11:50:28.329552
Paris,28.2,2025-11-08T11:50:28.329552
Sydney,33.1,2025-12-06T11:50:28.329552
London,18.8,2026-01-20T11:50:28.329552
Tokyo,14.5,2025-11-24T11:50:28.329552
Paris,-2.5,2025-05-09T11:50:28.329552
Tokyo,1.5,2025-10-16T11:50:28.329552
London,-2.5,2025-05-15T11:50:28.329552
New York,4.6,2025-06-16T11:50:28.329552
Sydney,18.0,2025-06-08T11:50:28.329552
New York,-3.3,2026-01-07T11:50:28.329552
Tokyo,33.7,2025-11-20T11:50:28.329552
New York,-7.0,2025-08-04T11:50:28.329552
New York,23.8,2025-09-13T11:50:28.329552
London,21.4,2026-01-23T11:50:28.329552
Paris,34.0,2026-02-04T11:50:28.329552
London,13.7,2025-10-09T11:50:28.329552
London,26.1,2025-08-13T11:50:28.329552
London,13.3,2025-02-23T11:50:28.329552
London,-7.5,2025-08-29T11:50:28.329552
Paris,13.9,2025-04-26T11:50:28.329552
Sydney,-8.7,2025-08-24T11:50:28.329552
Tokyo,-1.8,2025-05-06T11:50:28.329552
Sydney,33.3,2026-01-23T11:50:28.329552
Tokyo,19.6,2025-12-27T11:50:28.329552
Sydney,-5.7,2026-01-11T11:50:28.329552
Sydney,14.9,2025-06-22T11:50:28.329552
London,-5.7,2025-10-03T11:50:28.329552
New York,32.1,2025-08-31T11:50:28.331055
New York,6.8,2025-05-15T11:50:28.331055
Sydney,27.9,2025-09-10T11:50:28.331055
New York,20.1,2025-06-17T11:50:28.331055
Tokyo,29.3,2025-04-03T11:50:28.331055
Tokyo,26.6,2025-08-26T11:50:28.331055
New York,26.1,2026-01-16T11:50:28.331055
London,7.1,2025-08-20T11:50:28.331055
Tokyo,34.9,2025-05-04T11:50:28.331055
Tokyo,30.1,2025-09-04T11:50:28.331055
New York,7.9,2025-12-13T11:50:28.331055
Sydney,30.6,2025-08-07T11:50:28.331055
London,-2.1,2025-10-10T11:50:28.331055
New York,28.1,2026-02-01T11:50:28.331055
Sydney,34.6,2025-11-12T11:50:28.331055
New York,30.0,2026-02-07T11:50:28.331055
Sydney,8.4,2025-09-21T11:50:28.331055
New York,20.4,2025-12-07T11:50:28.331055
Sydney,-9.4,2025-09-22T11:50:28.331055
London,11.5,2025-09-26T11:50:28.331055
New York,27.7,2025-02-22T11:50:28.331055
Tokyo,10.5,2025-11-20T11:50:28.331055
New York,10.6,2025-04-11T11:50:28.331055
Paris,0.4,2025-04-17T11:50:28.331055
London,-4.7,2025-07-21T11:50:28.331055
Tokyo,25.9,2025-09-24T11:50:28.331055
London,-1.3,2026-01-10T11:50:28.331055
London,12.6,2025-07-25T11:50:28.331055
Tokyo,29.6,2025-07-21T11:50:28.331055
Tokyo,4.9,2025-03-24T11:50:28.331055
London,-9.6,2025-10-17T11:50:28.331055
London,34.2,2025-11-12T11:50:28.331055
Tokyo,3.2,2025-09-14T11:50:28.331055
London,33.9,2025-02-16T11:50:28.331055
New York,-9.0,2025-03-31T11:50:28.331055
London,15.9,2025-08-28T11:50:28.331055
New York,-4.3,2025-03-21T11:50:28.331055
Paris,23.4,2025-09-08T11:50:28.331055
Sydney,25.6,2025-05-03T11:50:28.331055
Sydney,5.7,2025-10-16T11:50:28.331055
Paris,-9.9,2025-11-03T11:50:28.331055
London,12.0,2026-01-19T11:50:28.331055
New York,1.7,2025-02-17T11:50:28.331055
Paris,-8.6,2025-08-25T11:50:28.331055
London,-7.0,2025-10-19T11:50:28.331055
London,23.1,2025-12-25T11:50:28.331055
Sydney,-8.7,2025-09-12T11:50:28.331055
Sydney,18.3,2025-07-18T11:50:28.331055
New York,-5.4,2026-01-09T11:50:28.331055
Tokyo,6.8,2025-05-20T11:50:28.331055
Paris,5.8,2026-01-24T11:50:28.331055
New York,13.6,2025-09-12T11:50:28.331055
Tokyo,31.4,2025-12-13T11:50:28.331055
Tokyo,16.1,2025-03-17T11:50:28.331055
Paris,13.8,2026-01-27T11:50:28.331055
London,20.4,2025-03-15T11:50:28.331055
New York,18.8,2025-07-12T11:50:28.331055
Paris,12.0,2025-08-14T11:50:28.331055
London,24.6,2025-02-24T11:50:28.331055
Sydney,18.7,2025-12-18T11:50:28.331055
New York,13.1,2026-01-13T11:50:28.331055
Sydney,24.9,2026-01-09T11:50:28.331055
London,-8.1,2025-07-07T11:50:28.331055
Tokyo,10.1,2025-09-17T11:50:28.331055
Paris,-9.0,2025-04-20T11:50:28.331055
Tokyo,-6.2,2025-06-26T11:50:28.331055
Sydney,1.5,2026-02-05T11:50:28.331055
New York,31.5,2025-07-11T11:50:28.331055
New York,31.1,2025-12-08T11:50:28.331055
New York,3.9,2026-01-18T11:50:28.331055
London,0.4,2025-04-22T11:50:28.331055
Sydney,0.8,2026-01-31T11:50:28.331055
Sydney,21.0,2025-08-10T11:50:28.331055
Tokyo,10.2,2025-04-09T11:50:28.331055
New York,-7.4,2025-03-23T11:50:28.331055
London,22.7,2025-07-29T11:50:28.331055
Tokyo,1.4,2025-02-20T11:50:28.331055
Tokyo,7.1,2025-07-06T11:50:28.331055
Paris,26.7,2025-11-30T11:50:28.331055
Paris,9.2,2025-05-31T11:50:28.331055
Sydney,25.9,2025-09-26T11:50:28.331055
New York,24.1,2025-10-01T11:50:28.331055
London,29.8,2025-08-23T11:50:28.331055
Tokyo,-4.2,2025-05-17T11:50:28.331055
Paris,6.6,2025-07-07T11:50:28.331055
Tokyo,-1.3,2026-02-01T11:50:28.331055
Tokyo,34.4,2025-06-17T11:50:28.331055
Paris,2.2,2026-02-04T11:50:28.331055
Paris,22.3,2025-04-01T11:50:28.331055
Paris,21.5,2025-11-02T11:50:28.331055
Tokyo,13.6,2025-03-01T11:50:28.331055
Sydney,-1.2,2025-08-31T11:50:28.331055
Paris,-5.5,2025-06-20T11:50:28.331055
Sydney,15.5,2025-04-23T11:50:28.331055
Paris,-0.6,2025-11-15T11:50:28.331055
London,7.2,2025-07-11T11:50:28.331055
London,8.5,2025-09-09T11:50:28.331055
New York,13.1,2025-07-29T11:50:28.331055
New York,13.7,2025-10-18T11:50:28.331055
Paris,11.1,2025-05-19T11:50:28.331055
Sydney,2.0,2025-09-30T11:50:28.331055
New York,-5.1,2025-05-14T11:50:28.331055
Tokyo,-6.2,2025-12-10T11:50:28.331055
London,0.7,2025-08-13T11:50:28.331055
London,-9.0,2025-08-10T11:50:28.331055
London,18.0,2025-02-12T11:50:28.331055
Paris,-7.2,2025-05-02T11:50:28.331055
New York,21.7,2025-04-03T11:50:28.331055
Tokyo,25.4,2025-11-22T11:50:28.331055
New York,-0.9,2025-11-01T11:50:28.331055
Tokyo,-2.1,2025-03-12T11:50:28.331055
New York,4.8,2025-07-22T11:50:28.331055
Paris,24.2,2025-03-07T11:50:28.331055
Sydney,-0.7,2025-10-14T11:50:28.331055
